Aliens,Sigourney Weaver
Stand by Me,Wil Wheaton
Ferris Bueller's Day Off,Matthew Broderick
Crocodile Dundee,Paul Hogan
Labyrinth,David Bowie
Highlander,Christopher Lambert
Big Trouble in Little China,Kurt Russell
Pretty in Pink,Molly Ringwald
Platoon,Charlie Sheen
Blue Velvet,Isabella Rossellini
Manhunter,William Petersen
Howard the Duck,Lea Thompson
The Fly,Jeff Goldblum
Little Shop of Horrors,Rick Moranis
The Mosquito Coast,Harrison Ford
The Karate Kid Part II,Pat Morita
River's Edge,Crispin Glover
9½ Weeks,Mickey Rourke
The Golden Child,Eddie Murphy
Star Trek IV: The Voyage Home,William Shatner
Short Circuit,Ally Sheedy
The Delta Force,Chuck Norris
The Name of the Rose,Sean Connery
The Wraith,Charlie Sheen
The Color of Money,Paul Newman
Hoosiers,Gene Hackman
Heartbreak Ridge,Clint Eastwood
Flight of the Navigator,Joey Cramer
Cobra,Sylvester Stallone
Peggy Sue Got Married,Kathleen Turner
The Mission,Robert De Niro
Working Girls,Louise Smith
Youngblood,Rob Lowe
Three Amigos!,Steve Martin
Maximum Overdrive,Emilio Estevez
Lucas,Corey Haim
Friday the 13th Part VI: Jason Lives,Thom Mathews
The Money Pit,Tom Hanks
Back to School,Rodney Dangerfield
Betty Blue,Jean-Hugues Anglade
About Last Night,Rob Lowe
Critters,Dee Wallace
The Texas Chainsaw Massacre 2,Dennis Hopper
Iron Eagle,Louis Gossett Jr.
One Crazy Summer,John Cusack
From Beyond,Jeffrey Combs
Sid and Nancy,Gary Oldman
Henry: Portrait of a Serial Killer,Michael Rooker
Mona Lisa,Bob Hoskins
Police Academy 3: Back in Training,Steve Guttenberg
Night of the Creeps,Jason Lively
The Sacrifice,Erland Josephson
The Hitcher,Rutger Hauer
Rad,Bart Conner
An American Tail,Dom DeLuise
SpaceCamp,Kate Capshaw
Raw Deal,Arnold Schwarzenegger
Hannah and Her Sisters,Mia Farrow
The Great Mouse Detective,Vincent Price
Ruthless People,Bette Midler
The Transformers: the Movie,Orson Welles
Wildcats,Goldie Hawn
Troll,Michael Moriarty
At Close Range,Sean Penn
The Boy Who Could Fly,Lucy Deakins
Something Wild,Jeff Daniels
Heartburn,Meryl Streep
Crossroads,Ralph Macchio
The Clan of the Cave Bear,Daryl Hannah
She's Gotta Have It,Tracy Camilla Johns
Running Scared,Gregory Hines
8 Million Ways to Die,Jeff Bridges
Soul Man,C. Thomas Howell
Down by Law,Tom Waits
Poltergeist II: the Other Side,JoBeth Williams
Bad Blood,Michel Piccoli
Psycho III,Anthony Perkins
Allan Quatermain and the Lost City of Gold,Richard Chamberlain
The Adventures of Milo and Otis,Kyôko Koizumi
Caravaggio,Noam Almaz
Children of a Lesser God,William Hurt
Invaders from Mars,Karen Black
Matador,Assumpta Serna
Down and Out in Beverly Hills,Nick Nolte
April Fool's Day,Deborah Foreman
The Big Easy,Dennis Quaid
Pirates,Walter Matthau
No Mercy,Richard Gere
Lady Jane,Helena Bonham Carter
Club Paradise,Robin Williams
Manon of the Spring,Yves Montand
Gothic,Gabriel Byrne
Armed and Dangerous,John Candy
F/X,Bryan Brown
King Kong Lives,Brian Kerwin
Castaway,Oliver Reed
Wise Guys,Danny DeVito
Solarbabies,Richard Jordan
The Manhattan Project,John Lithgow
Trick or Treat,Marc Price
Body Slam,Dirk Benedict
Jumpin' Jack Flash,Whoopi Goldberg
Fire with Fire,Craig Sheffer
Gung Ho,Michael Keaton
True Stories,David Byrne
When the Wind Blows,Peggy Ashcroft
Murphy's Law,Charles Bronson
Deadly Friend,Matthew Labyorteaux
Jean de Florette,Yves Montand
Reform School Girls,Linda Carol
Band of the Hand,Stephen Lang
Vamp,Chris Makepeace
Nothing in Common,Tom Hanks
TerrorVision,Diane Franklin
Quicksilver,Kevin Bacon
52 Pick-Up,Roy Scheider
Black Moon Rising,Tommy Lee Jones
Extremities,Farrah Fawcett
The Men's Club,David Dukes
Haunted Honeymoon,Gene Wilder
Summer,Marie Rivière
Tough Guys,Burt Lancaster
Eliminators,Andrew Prine
The Best of Times,Robin Williams
Firewalker,Chuck Norris
Modern Girls,Daphne Zuniga
Witchboard,Todd Allen
Clockwise,John Cleese
Legal Eagles,Robert Redford
Link,Terence Stamp
"Jo Jo Dancer,Rocco Urbisci
Wanted: Dead or Alive,Rutger Hauer
American Anthem,Mitchell Gaylord
The Morning After,Jane Fonda
Crimes of the Heart,Diane Keaton
Under the Cherry Moon,Prince
Malcolm,Colin Friels
Meatballs III: Summer Job,Sally Kellerman
Devil in the Flesh,Maruschka Detmers
Absolute Beginners,Patsy Kensit
Deadtime Stories,Scott Valentine
Avenging Force,Michael Dudikoff
Heat,Burt Reynolds
Sweet Liberty,Alan Alda
Killer Party,Martin Hewitt
Out of Bounds,Anthony Michael Hall
Wisdom,Emilio Estevez
Shanghai Surprise,Sean Penn
Power,Richard Gere
A Fine Mess,Ted Danson
Let's Get Harry,Michael Schoeffling
My Chauffeur,Deborah Foreman
Biggles: Adventures in Time,Neil Dickson
Half Moon Street,Sigourney Weaver
Every Time We Say Goodbye,Tom Hanks
The Decline of the American Empire,Dominique Michel
Hardbodies 2,James Karen
The Boy in Blue,Nicolas Cage
Brighton Beach Memoirs,Blythe Danner
The Longshot,Tim Conway
Willy/Milly,Pamela Adlon
Ginger and Fred,Marcello Mastroianni
'Round Midnight,Dexter Gordon
Violets Are Blue...,Sissy Spacek
Parting Glances,John Bolger
The Whoopee Boys,Michael O'Keefe
Tai-Pan,Bryan Brown
My Little Pony: The Movie,Danny DeVito
Playing for Keeps,Daniel Jordano
"'night,Marsha Norman
Jake Speed,Wayne Crawford
The Naked Cage,Shari Shattuck
Blue City,Judd Nelson
That's Life!,Jack Lemmon
Sky Bandits,Scott McGinnis
Ménage,Gérard Depardieu
Dream Lover,Kristy McNichol
Dangerously Close,John Stockwell
The Whistle Blower,Michael Caine
Care Bears Movie II: A New Generation,Maxine Miller
Knights of the City,Leon Isaac Kennedy
Born American,Mike Norris
Desert Bloom,Jon Voight
Touch and Go,Michael Keaton
Man Facing Southeast,Lorenzo Quinteros
Nutcracker,Hugh Duncan Bigney Mitchell
The Fringe Dwellers,Australia
Just Between Friends,Mary Tyler Moore
Oviri,Donald Sutherland
P.O.W. the Escape,David Carradine
Armed Response,David Carradine
Duet for One,United States
Bullies,Jonathan Crombie
Native Son,Victor Love
The Assault,Derek de Lint
Nobody's Fool,Rosanna Arquette
Alien Predator,Dennis Christopher
Low Blow,United States
A Man and a Woman: 20 Years Later,Anouk Aimée
The Princess Bride,Cary Elwes
The Lost Boys,Jason Patric
Full Metal Jacket,Matthew Modine
Predator,Arnold Schwarzenegger
RoboCop,Peter Weller
Dirty Dancing,Patrick Swayze
Adventures in Babysitting,Elisabeth Shue
The Untouchables,Kevin Costner
Spaceballs,Mel Brooks
Raising Arizona,Nicolas Cage
Lethal Weapon,Mel Gibson
Near Dark,Adrian Pasdar
Mannequin,Andrew McCarthy
Masters of the Universe,Dolph Lundgren
Fatal Attraction,Michael Douglas
Hellraiser,Andrew Robinson
Empire of the Sun,Christian Bale
No Way Out,Kevin Costner
The Witches of Eastwick,Jack Nicholson
Some Kind of Wonderful,Eric Stoltz
The Running Man,Arnold Schwarzenegger
Black Widow,Debra Winger
Angel Heart,Mickey Rourke
Moonstruck,Cher
Jaws: the Revenge,Lorraine Gary
Wall Street,Charlie Sheen
"Good Morning,Mitch Markowitz
A Nightmare on Elm Street 3: Dream Warriors,Heather Langenkamp
"Planes,John Hughes
Can't Buy Me Love,Patrick Dempsey
Overboard,Goldie Hawn
Beverly Hills Cop II,Eddie Murphy
Superman IV: The Quest for Peace,Christopher Reeve
The Secret of My Success,Michael J. Fox
Withnail & I,Richard E. Grant
Evil Dead II,Bruce Campbell
Summer School,Mark Harmon
Innerspace,Dennis Quaid
The Living Daylights,Timothy Dalton
Over the Top,Sylvester Stallone
The Last Emperor,John Lone
Less Than Zero,Andrew McCarthy
Three Men and a Baby,Tom Selleck
La Bamba,Lou Diamond Phillips
Revenge of the Nerds II: Nerds in Paradise,Robert Carradine
The Monster Squad,Andre Gower
Prince of Darkness,Donald Pleasence
Wings of Desire,Bruno Ganz
Maurice,James Wilby
Broadcast News,William Hurt
Harry and the Hendersons,John Lithgow
Creepshow 2,George Kennedy
Police Academy 4: Citizens on Patrol,Steve Guttenberg
The Stepfather,Terry O'Quinn
My Best Friend Is a Vampire,Robert Sean Leonard
Flowers in the Attic,Louise Fletcher
*batteries not included,Hume Cronyn
Roxanne,Steve Martin
Dragnet,Dan Aykroyd
Throw Momma from the Train,Danny DeVito
Amazon Women on the Moon,Rosanna Arquette
Teen Wolf Too,Jason Bateman
Baby Boom,Diane Keaton
84 Charing Cross Road,Anne Bancroft
The Gate,Stephen Dorff
Ernest Goes to Camp,Jim Varney
Aria,John Hurt
Hamburger Hill,Anthony Barrile
Cherry 2000,Melanie Griffith
The Hidden,Kyle MacLachlan
The Bedroom Window,Steve Guttenberg
Barfly,Mickey Rourke
Maid to Order,Ally Sheedy
Blind Date,Kim Basinger
Au Revoir les Enfants,Gaspard Manesse
"Rita,Andrea Dunbar
Hope and Glory,Sarah Miles
No Man's Land,Charlie Sheen
Ishtar,Warren Beatty
Tough Guys Don't Dance,Ryan O'Neal
Stakeout,Richard Dreyfuss
Babette's Feast,Stéphane Audran
The Garbage Pail Kids Movie,Anthony Newley
Radio Days,Mia Farrow
Bagdad Cafe,Marianne Sägebrecht
Project X,Matthew Broderick
Three O'Clock High,Casey Siemaszko
The Barbarians,David Paul
North Shore,Matt Adler
The Believers,Martin Sheen
House II: the Second Story,Arye Gross
Death Wish 4: The Crackdown,Charles Bronson
House of Games,Lindsay Crouse
Cry Freedom,Denzel Washington
Man on Fire,Scott Glenn
Assassination,Charles Bronson
The Pick-up Artist,Molly Ringwald
Back to the Beach,Frankie Avalon
Someone to Watch Over Me,Tom Berenger
Born in East L.A.,Cheech Marin
Ironweed,Jack Nicholson
Who's That Girl,Madonna
Extreme Prejudice,Nick Nolte
Matewan,Chris Cooper
Pelle the Conqueror,Pelle Hvenegaard
Suspect,Cher
The Fourth Protocol,Michael Caine
The Chipmunk Adventure,Ross Bagdasarian Jr.
The Allnighter,Susanna Hoffs
Prom Night II,Lisa Schrage
Hiding Out,Jon Cryer
White Water Summer,Kevin Bacon
Made in Heaven,Timothy Hutton
Best Seller,James Woods
Date with an Angel,Michael E. Knight
Hunk,John Allen Nelson
Real Men,Jim Belushi
Critical Condition,Richard Pryor
A Month in the Country,Colin Firth
Outrageous Fortune,Shelley Long
Like Father Like Son,Dudley Moore
Steel Dawn,Patrick Swayze
Tin Men,Richard Dreyfuss
The Big Town,Matt Dillon
Light of Day,Michael J. Fox
Prison,Lane Smith
Wish You Were Here,Emily Lloyd
Gandahar,Glenn Close
Street Smart,Christopher Reeve
The Curse,Wil Wheaton
The House on Carroll Street,United States
The Whales of August,Bette Davis
Prick Up Your Ears,Gary Oldman
The Principal,Jim Belushi
American Ninja 2: The Confrontation,Michael Dudikoff
Housekeeping,Christine Lahti
A Prayer for the Dying,Mickey Rourke
Slam Dance,Tom Hulce
Rampage,Michael Biehn
The Sicilian,Christopher Lambert
"Silent Night,Michael Hickey
Creepozoids,Linnea Quigley
The Outing,Deborah Winters
Nightflyers,Catherine Mary Stewart
Fatal Beauty,Whoopi Goldberg
Siesta,Ellen Barkin
Leonard Part 6,Bill Cosby
Boyfriends and Girlfriends,Emmanuelle Chaulet
White Mischief,Sarah Miles
White of the Eye,David Keith
Hot Pursuit,John Cusack
Hollywood Shuffle,Robert Townsend
The Dead,Anjelica Huston
Gardens of Stone,James Caan
Nuts,Barbra Streisand
Four Adventures of Reinette and Mirabelle,Joëlle Miquel
Walk Like a Man,Christopher Lloyd
Cross My Heart,Martin Short
Walker,Ed Harris
Malone,Burt Reynolds
Making Mr. Right,John Malkovich
Return to Horror High,Lori Lethin
Straight to Hell,Sy Richardson
Hello Again,Shelley Long
Promised Land,Jason Gedrick
Dead of Winter,Mary Steenburgen
"No Retreat,Maria Elena Cellino
My Demon Lover,Scott Valentine
China Girl,James Russo
Five Corners,United Kingdom
The Squeeze,Michael Keaton
Nadine,Jeff Bridges
Personal Services,Julie Walters
Cyclone,Heather Thomas
Three for the Road,Charlie Sheen
Little Dorrit,Derek Jacobi
The Year My Voice Broke,Noah Taylor
The Belly of an Architect,Brian Dennehy
Pass the Ammo,Bill Paxton
In the Mood,Patrick Dempsey
Surrender,Sally Field
Intervista,Sergio Rubini
Square Dance,Jason Robards
Shy People,Jill Clayburgh
A Man in Love,France
Disorderlies,Darren Robinson
Anguish,Zelda Rubinstein
September,Elaine Stritch
Oci ciornie,Marcello Mastroianni
Burglar,Whoopi Goldberg
The Kindred,Rod Steiger
Julia and Julia,Kathleen Turner
Russkies,Whip Hubley
"Sister,Bill Condon
From the Hip,Judd Nelson
Death Before Dishonor,Fred Dryer
Cold Steel,Brad Davis
Million Dollar Mystery,Eddie Deezen
The Glass Menagerie,Joanne Woodward
Anna,Sally Kirkland
Die Hard,Bruce Willis
Midnight Run,Robert De Niro
Beetlejuice,Alec Baldwin
Big,Tom Hanks
Rain Man,Dustin Hoffman
Running on Empty,River Phoenix
They Live,Roddy Piper
Willow,Val Kilmer
Crocodile Dundee II,Paul Hogan
Heathers,Winona Ryder
Coming to America,Eddie Murphy
Who Framed Roger Rabbit,Bob Hoskins
Mystic Pizza,Annabeth Gish
Akira,Mitsuo Iwata
Cinema Paradiso,Philippe Noiret
Mississippi Burning,Gene Hackman
Child's Play,Catherine Hicks
Twins,Arnold Schwarzenegger
The Naked Gun: from the Files of Police Squad!,Leslie Nielsen
The Great Outdoors,Dan Aykroyd
Cocktail,Tom Cruise
My Neighbor Totoro,Hitoshi Takagi
Young Guns,Emilio Estevez
A Fish Called Wanda,John Cleese
Working Girl,Melanie Griffith
Bloodsport,Jean-Claude Van Damme
The Last Temptation of Christ,Willem Dafoe
Married to the Mob,Michelle Pfeiffer
The Land Before Time,Pat Hingle
Rambo III,Sylvester Stallone
The Accused,Kelly McGillis
Dangerous Liaisons,Glenn Close
Earth Girls Are Easy,Geena Davis
Hairspray,Sonny Bono
Dead Ringers,Jeremy Irons
Bull Durham,Kevin Costner
The Big Blue,Jean-Marc Barr
The Unbearable Lightness of Being,Daniel Day-Lewis
The Blob,Shawnee Smith
Oliver & Company,Joey Lawrence
Two Moon Junction,Sherilyn Fenn
Beaches,Bette Midler
Red Heat,Arnold Schwarzenegger
A Nightmare on Elm Street 4: The Dream Master,Robert Englund
The Accidental Tourist,William Hurt
The Adventures of Baron Munchausen,John Neville
Killer Klowns from Outer Space,Grant Cramer
Halloween 4: The Return of Michael Myers,Donald Pleasence
Elvira: Mistress of the Dark,Cassandra Peterson
Mac and Me,Christine Ebersole
Above the Law,Steven Seagal
Scrooged,Bill Murray
The Dead Pool,Clint Eastwood
I'm Gonna Git You Sucka,Keenen Ivory Wayans
Pumpkinhead,Lance Henriksen
Dirty Rotten Scoundrels,Steve Martin
Friday the 13th Part VII: the New Blood,Terry Kiser
License to Drive,Corey Haim
Hellbound: Hellraiser II,Doug Bradley
Frantic,Harrison Ford
Colors,Sean Penn
My Stepmother Is an Alien,Dan Aykroyd
A Cry in the Dark,Meryl Streep
The Lair of the White Worm,Amanda Donohoe
High Spirits,Peter O'Toole
Vampire's Kiss,Nicolas Cage
Return of the Living Dead II,James Karen
The New Adventures of Pippi Longstocking,Tami Erin
Eight Men Out,John Cusack
Stand and Deliver,Edward James Olmos
Maniac Cop,Tom Atkins
Women on the Verge of a Nervous Breakdown,Carmen Maura
She's Having a Baby,Kevin Bacon
Police Academy 5: Assignment: Miami Beach,Bubba Smith
Tequila Sunrise,Mel Gibson
Night of the Demons,Cathy Podewell
Biloxi Blues,Matthew Broderick
Shag,Phoebe Cates
Cocoon: the Return,Don Ameche
Poltergeist III,Heather O'Rourke
Waxwork,Zach Galligan
Funny Farm,Chevy Chase
As Tears Go By,Andy Lau
Fright Night Part 2,William Ragsdale
Caddyshack II,Jackie Mason
School Daze,Laurence Fishburne
Johnny Be Good,Anthony Michael Hall
Taffin,Pierce Brosnan
Short Circuit 2,Fisher Stevens
The Serpent and the Rainbow,Bill Pullman
A Night in the Life of Jimmy Reardon,River Phoenix
The Presidio,Sean Connery
Big Business,Bette Midler
Monkey Shines,Jason Beghe
The Seventh Sign,Demi Moore
Time of the Gypsies,Davor Dujmovic
Masquerade,Rob Lowe
Phantasm II,James Le Gros
Tucker: The Man and His Dream,Jeff Bridges
Action Jackson,Carl Weathers
"Bright Lights,Jay McInerney
Shoot to Kill,Sidney Poitier
The Beast of War,George Dzundza
Lady in White,Lukas Haas
Gorillas in the Mist,Sigourney Weaver
Alien Nation,James Caan
Betrayed,Debra Winger
Miracle Mile,Anthony Edwards
Buster,Phil Collins
Big Top Pee-wee,Paul Reubens
For Keeps?,Molly Ringwald
Appointment with Death,Peter Ustinov
Some Girls,Patrick Dempsey
Critters 2,Scott Grimes
Dead Heat,Treat Williams
Talk Radio,Eric Bogosian
Satisfaction,Justine Bateman
The Bear,Tchéky Karyo
The Milagro Beanfield War,Rubén Blades
18 Again!,Charlie Schlatter
Vice Versa,Judge Reinhold
Fresh Horses,Molly Ringwald
Bat*21,Gene Hackman
Casual Sex?,Lea Thompson
Jack's Back,James Spader
Bird,Forest Whitaker
Stealing Home,Mark Harmon
Salaam Bombay!,Shafiq Syed
Young Einstein,Yahoo Serious
Punchline,Sally Field
Return to Snowy River,Tom Burlinson
Moving,Richard Pryor
And God Created Woman,Rebecca De Mornay
High Hopes,Phil Davis
Little Nikita,Sidney Poitier
Camille Claudel,Isabelle Adjani
Torch Song Trilogy,Anne Bancroft
Vibes,Cyndi Lauper
36 fillette,Delphine Zentout
D.O.A.,Dennis Quaid
Braddock: Missing in Action III,Chuck Norris
Red Scorpion,Dolph Lundgren
Drowning by Numbers,United Kingdom
Watchers,Corey Haim
Rocket Gibraltar,Burt Lancaster
The Unholy,Ben Cross
Not of This Earth,Traci Lords
A New Life,Alan Alda
1969,Robert Downey Jr.
Arthur 2: on the Rocks,Dudley Moore
Messenger of Death,Charles Bronson
Memories of Me,Billy Crystal
Chocolat,France
The Couch Trip,Dan Aykroyd
Without a Clue,Michael Caine
Bad Dreams,Jennifer Rubin
Another Woman,Gena Rowlands
Paperhouse,Charlotte Burke
Sunset,Bruce Willis
Cop,James Woods
Pulse,Cliff De Young
Stormy Monday,United Kingdom
Heart of Midnight,Jennifer Jason Leigh
Switching Channels,Kathleen Turner
Miles from Home,Richard Gere
Clean and Sober,Michael Keaton
Crossing Delancey,Amy Irving
Things Change,Don Ameche
Kansas,Matt Dillon
Hot to Trot,Bobcat Goldthwait
Shakedown,Peter Weller
976-EVIL,Stephen Geoffreys
Pascali's Island,United Kingdom
Everybody's All-American,Jessica Lange
Heartbreak Hotel,David Keith
The Chocolate War,John Glover
It Takes Two,George Newbern
Iron Eagle II,Louis Gossett Jr.
Party Line,United States
The Kiss,Joanna Pacula
Spellbinder,Tim Daly
Patty Hearst,Natasha Richardson
A Handful of Dust,James Wilby
Criminal Law,Gary Oldman
A Summer Story,Imogen Stubbs
Platoon Leader,United States
The Girl in a Swing,Meg Tilly
Permanent Record,Alan Boyce
Hero and the Terror,Chuck Norris
Illegally Yours,Rob Lowe
Track 29,Theresa Russell
"Distant Voices,Terence Davies
Ernest Saves Christmas,Jim Varney
Feds,Rebecca De Mornay
Moon Over Parador,Richard Dreyfuss
Salome's Last Dance,United Kingdom
Off Limits,Willem Dafoe
Tapeheads,John Cusack
Apartment Zero,Hart Bochner
The Good Mother,Diane Keaton
Indiana Jones and the Last Crusade,Harrison Ford
Road House,Patrick Swayze
Batman,Michael Keaton
Bill & Ted's Excellent Adventure,Keanu Reeves
Field of Dreams,Kevin Costner
Dead Poets Society,Robin Williams
The Little Mermaid,Jodi Benson
The Abyss,Ed Harris
Back to the Future Part II,Michael J. Fox
Do the Right Thing,Danny Aiello
"Honey,Stuart Gordon
Turner & Hooch,Tom Hanks
Weekend at Bernie's,Andrew McCarthy
The Karate Kid Part III,Ralph Macchio
"Sex,Steven Soderbergh
When Harry Met Sally...,Billy Crystal
Major League,Tom Berenger
Steel Magnolias,Shirley MacLaine
Pet Sematary,Dale Midkiff
Uncle Buck,John Candy
Ghostbusters II,Bill Murray
Tango & Cash,Sylvester Stallone
Born on the Fourth of July,Tom Cruise
Glory,Matthew Broderick
Parenthood,Steve Martin
Lethal Weapon 2,Mel Gibson
National Lampoon's Christmas Vacation,Chevy Chase
The 'Burbs,Tom Hanks
Say Anything,John Cusack
License to Kill,Timothy Dalton
Shirley Valentine,Pauline Collins
Harlem Nights,Eddie Murphy
Lock Up,Sylvester Stallone
"The Cook,Peter Greenaway
Warlock,Julian Sands
"See No Evil,Earl Barret
Casualties of War,Michael J. Fox
The Package,Gene Hackman
My Left Foot,Daniel Day-Lewis
The War of the Roses,Michael Douglas
Wild Orchid,Mickey Rourke
Little Monsters,Fred Savage
The Wizard,Fred Savage
UHF,'Weird Al' Yankovic
Look Who's Talking,John Travolta
Star Trek V: The Final Frontier,William Shatner
Tie Me Up! Tie Me Down!,Victoria Abril
All Dogs Go to Heaven,Dom DeLuise
Cyborg,Jean-Claude Van Damme
Always,Richard Dreyfuss
Leviathan,Peter Weller
Best of the Best,Eric Roberts
Dead Calm,Nicole Kidman
Kickboxer,Jean-Claude Van Damme
Black Rain,Michael Douglas
Troop Beverly Hills,Shelley Long
Driving Miss Daisy,Morgan Freeman
Drugstore Cowboy,Matt Dillon
A Nightmare on Elm Street 5: The Dream Child,Robert Englund
Dream a Little Dream,Corey Feldman
Halloween 5: The Revenge of Michael Myers,Donald Pleasence
DeepStar Six,Greg Evigan
Sea of Love,Al Pacino
Skin Deep,John Ritter
K-9,Jim Belushi
Lean on Me,Morgan Freeman
Henry V,Kenneth Branagh
She's Out of Control,Tony Danza
Friday the 13th Part VIII: Jason Takes Manhattan,Jensen Daggett
Teen Witch,Robyn Lively
Valmont,Colin Firth
Scandal,John Hurt
The Fabulous Baker Boys,Jeff Bridges
Shocker,Michael Murphy
Next of Kin,Patrick Swayze
The Fly II,Eric Stoltz
She-Devil,Meryl Streep
Mystery Train,Masatoshi Nagase
Blaze,Paul Newman
The Rainbow,Sammi Davis
Gleaming the Cube,Christian Slater
Fletch Lives,Chevy Chase
Communion,Christopher Walken
Erik the Viking,Tim Robbins
Crimes and Misdemeanors,Martin Landau
An Innocent Man,Tom Selleck
Let It Ride,Richard Dreyfuss
Loverboy,Patrick Dempsey
Kill Me Again,Val Kilmer
The Gods Must Be Crazy II,N!xau
Millennium,Kris Kristofferson
Chances Are,Cybill Shepherd
The Dream Team,Michael Keaton
Last Exit to Brooklyn,Jennifer Jason Leigh
Little Nemo: Adventures in Slumberland,Gabriel Damon
Kinjite: Forbidden Subjects,Charles Bronson
Great Balls of Fire!,Dennis Quaid
New York Stories,Woody Allen
Cousins,Ted Danson
Blind Fury,Rutger Hauer
The Return of Swamp Thing,Dick Durock
The January Man,Kevin Kline
We're No Angels,Robert De Niro
Johnny Handsome,Mickey Rourke
Who's Harry Crumb?,John Candy
The Mighty Quinn,Denzel Washington
Fat Man and Little Boy,Paul Newman
Police Academy 6: City Under Siege,Bubba Smith
Her Alibi,Tom Selleck
The Blood of Heroes,Rutger Hauer
Pink Cadillac,Clint Eastwood
Three Fugitives,Nick Nolte
Robot Jox,Gary Graham
No Holds Barred,Hulk Hogan
Family Business,Sean Connery
Wicked Stepmother,Bette Davis
Chattahoochee,Gary Oldman
Stepfather II: Make Room for Daddy,Terry O'Quinn
Eddie and the Cruisers II: Eddie Lives!,Michael Paré
The Big Picture,Kevin Bacon
Parents,Randy Quaid
Jacknife,Robert De Niro
Dad,Jack Lemmon
Speed Zone,Peter Boyle
How to Get Ahead in Advertising,Richard E. Grant
Lisa,Staci Keanan
Out Cold,John Lithgow
Longtime Companion,Stephen Caffrey
Happily Ever After,Edward Asner
Heart of Dixie,Ally Sheedy
Tap,Gregory Hines
A Dry White Season,Donald Sutherland
The Phantom of the Opera,Robert Englund
The Experts,John Travolta
Triumph of the Spirit,Willem Dafoe
The Unbelievable Truth,Adrienne Shelly
True Believer,James Woods
The Horror Show,Lance Henriksen
The Tall Guy,Jeff Goldblum
The Toxic Avenger Part II,Ron Fazio
Dead Bang,Don Johnson
Music Box,Jessica Lange
Gross Anatomy,Matthew Modine
Violent Cop,Takeshi Kitano
Renegades,Kiefer Sutherland
Sing,Lorraine Bracco
Sweetie,Geneviève Lemon
Listen to Me,Kirk Cameron
Miss Firecracker,Holly Hunter
The Rachel Papers,Dexter Fletcher
Wired,Michael Chiklis
Lost Angels,Donald Sutherland
Jesus of Montreal,Lothaire Bluteau
Rooftops,Jason Gedrick
After Midnight,Jillian McWhirter
Disorganized Crime,Hoyt Axton
Slaves of New York,United States
Damned River,Stephen Shellen
My Twentieth Century,Dorota Segda
Scenes from the Class Struggle in Beverly Hills,United States
The Terror Within,Andrew Stevens
Farewell to the King,Nick Nolte
See You in the Morning,Jeff Bridges
"I,David Chaskin
Immediate Family,Glenn Close
In Country,Emily Lloyd
Winter People,Kurt Russell
"Enemies,Isaac Bashevis Singer
American Ninja 3: Blood Hunt,David Bradley
Physical Evidence,Burt Reynolds
Worth Winning,Mark Harmon
Edge of Sanity,Anthony Perkins
Brenda Starr,Brooke Shields
How I Got Into College,Anthony Edwards
Mortal Passions,Zach Galligan
Old Gringo,Jane Fonda
Relentless,Judd Nelson
Cheetah,Keith Coogan
Monsieur Hire,France
Prancer,Sam Elliott
Too Beautiful for You,France
Getting It Right,Jesse Birdsall
Rude Awakening,Cheech Marin
Cookie,Peter Falk
Bloodhounds of Broadway,Josef Sommer
The Toxic Avenger Part III: The Last Temptation of Toxie,Ron Fazio
River of Death,Michael Dudikoff
Staying Together,Sean Astin
Fast Food,Clark Brandon
Martians Go Home,Randy Quaid
Night Game,Roy Scheider
Romero,Raul Julia
84C MoPic,Jonathan Emerson
Rosalie Goes Shopping,United States
True Love,Annabella Sciorra
Second Sight,John Larroquette
A Chorus of Disapproval,Jeremy Irons
The Lemon Sisters,Diane Keaton
Breaking In,Burt Reynolds
Crack House,Jim Brown
Goodfellas,Robert De Niro
The Godfather: Part III,Al Pacino
Total Recall,Arnold Schwarzenegger
Pretty Woman,Richard Gere
Home Alone,Macaulay Culkin
Ghost,Patrick Swayze
Dances with Wolves,Kevin Costner
Tremors,Kevin Bacon
Die Hard 2,Bruce Willis
Misery,James Caan
Kindergarten Cop,Arnold Schwarzenegger
The Bonfire of the Vanities,Tom Hanks
Teenage Mutant Ninja Turtles,Judith Hoag
Edward Scissorhands,Johnny Depp
The Hunt for Red October,Sean Connery
Dick Tracy,Warren Beatty
Awakenings,Robert De Niro
The Handmaid's Tale,Natasha Richardson
Wild at Heart,Nicolas Cage
Predator 2,Danny Glover
RoboCop 2,Peter Weller
The Witches,Anjelica Huston
Jacob's Ladder,Tim Robbins
Back to the Future Part III,Michael J. Fox
Darkman,Liam Neeson
The Hot Spot,Don Johnson
Cry-Baby,Johnny Depp
Presumed Innocent,Harrison Ford
Arachnophobia,Jeff Daniels
Days of Thunder,Tom Cruise
King of New York,Christopher Walken
Gremlins 2: The New Batch,Zach Galligan
Rocky V,Sylvester Stallone
Young Guns II,Emilio Estevez
Miller's Crossing,Gabriel Byrne
Revenge,Kevin Costner
Lord of the Flies,Balthazar Getty
Nikita,France
Mermaids,Cher
Child's Play 2,Alex Vincent
Joe Versus the Volcano,Tom Hanks
Slacker,Richard Linklater
Flatliners,Kiefer Sutherland
Days of Being Wild,Leslie Cheung
The Exorcist III,George C. Scott
Quigley Down Under,Tom Selleck
Nightbreed,Craig Sheffer
The Two Jakes,Jack Nicholson
